,itemType,showType,id,imdbId,tmdbId,title,overview,releaseYear,originalTitle,directors,cast,rating,runtime,firstAirYear,lastAirYear,creators,seasonCount,episodeCount,firstGenre,secondGenre,thirdGenre
871,show,series,43316,tt3919200,tv/61925,35 Days,"Turning the traditional investigative drama inside out, each binge-worthy season of this gripping Welsh mystery starts with a shocking murder before immediately rolling back 35 days to follow the chain of events that lead to that fateful day.",,35 Diwrnod,,"['Lois Jones', 'Mark Flanagan', 'Ifan Huw Dafydd', 'Sharon Morgan', 'Gillian Elisa', 'Christine Pritchard', 'Gwenllian Higginson']",59,,2014.0,2020.0,['Siwan Jones'],5.0,38.0,mystery,,
885,show,series,44234,tt13462310,tv/113819,Cheeky Business,"Simon, Toni and Stephanie embody a new generation ready to do anything to appropriate their new decade. From the depths of their suburbs, their revolutionary idea aims to contribute to the sexual disinhibition of an entire country.",,3615 Monique,,"['Arthur Mazet', 'Paul Scarfoglio', 'Noémie Schmidt', 'Vanessa Guide', 'David Salles', 'Meylie Vignaud', 'Roxane Bret']",60,,2020.0,2022.0,"['Emmanuel Poulain-Arnaud', 'Armand Robin']",2.0,20.0,comedy,,
894,show,series,3556491,tt15720172,tv/203749,37 Words,"The inspiring story of Title IX, the hard-fought battle to push for equal rights in education and athletics; charting spectacular transformation that 37 words have inspired in American culture and the lives of women.",,37 Words,,"['Birch Bayh', 'Patsy Mink', 'Shirley Chisholm', 'Gerald Ford']",50,,2022.0,2022.0,[],1.0,4.0,documentary,,
899,show,series,25243,tt5536856,tv/66405,Squad 38,A Korean crime series revolving around a con man and a Seoul City Hall chief officer who team up to hunt down high-scale tax evaders.,,38 사기동대,,"['Don Lee', 'Seo In-guk', 'Sooyoung Choi', 'Song Ok-suk', 'Ko Kyu-phil', 'Lee Sun-bin', 'Ahn Nae-sang']",65,,2016.0,2016.0,['Kim Jung Min'],1.0,16.0,comedy,crime,
912,show,series,5279,tt7736544,tv/84154,3Below: Tales of Arcadia,"3BELOW: TALES OF ARCADIA is the second chapter in Guillermo del Toro's tween fantasy series, Tales of Arcadia. It's sandwiched between Trollhunters and Wizards, and while some plot from Trollhunters extends into this 26-episode second chapter, it's great as a stand-alone watch as well. The series starts off with a scary coup during planet Akiridion-5's coronation ceremony, leaving king-in-waiting Krel (Diego Luna, Narcos) and queen-in-waiting Aja (Tatiana Maslany, Orphan Black) no choice but to flee to Earth with their bodyguard Varvatos Vex (Nick Offerman, Parks and Recreation). Their spaceship is damaged in the journey, but its AI controller Mother (Glenn Close), is still able to turn cyborgs Aja, Krel, and Varvatos into human disguises, their spaceship into a mid-century modern house, and spare robots into 1950s caricatures of perfect White suburban parents. Aja and Krel do their best to blend into regular high school life while trying to find parts to repair the spaceship, which also may bring their murdered parents back to life. All the while, they're being pursued by the bad guy from back home, General Morando, and his robot henchmen. Can they fix their spaceship, save their parents, and get back home, before their human friends figure out who they really are?",,3Below: Tales of Arcadia,,"['Tatiana Maslany', 'Frank Welker', 'Cheryl Hines', 'Glenn Close', 'Diego Luna', 'Nick Offerman', 'Nick Frost']",75,,2018.0,2019.0,['Guillermo del Toro'],2.0,26.0,action,adventure,animation
914,show,series,19971628,tt7136920,tv/226759,3D Print the Future,"Meet top minds in the 3D printing community who discuss what it takes to invent and innovate, while creating a thriving business.",,3D Print the Future,,"['Scott Tarcy', 'Bart Briggs', 'Jeremy Proffitt', 'Naomi Wu', 'David Frankel', 'Ravi Velagapudi', 'Otis Ricks']",48,,2017.0,2017.0,"['Brett Gerking', 'Scott Tarcy', 'Gina Watson']",1.0,3.0,talk,,
920,show,series,944,tt0115082,tv/155,3rd Rock from the Sun,Third Rock from the Sun Season 6,,3rd Rock from the Sun,,"['John Lithgow', 'Kristen Johnston', 'Jane Curtin', 'Joseph Gordon-Levitt', 'French Stewart', 'Simbi Khali', 'Elmarie Wendel']",77,,1996.0,2001.0,"['Bonnie Turner', 'Terry Turner']",6.0,139.0,comedy,family,scifi
924,show,series,72840,tt0299398,tv/34758,Tama and Friends,"The animals of Third Street are seen getting into many misadventures. Tama Okamoto, the curious feline, often goes missing from his home, causing his owner to have posters up looking for him. However, Tama's absence is his opportunity to visit all of his wandering furry friends around the neighborhood.",,3丁目のタマ うちのタマ知りませんか？,,"['Hiroko Kasahara', 'Chika Sakamoto', 'Tarô Arakawa', 'Watanabe Masako', 'Hekiru Shiina']",52,,1993.0,1994.0,[],2.0,69.0,animation,family,
925,show,series,23354639,tt27182605,tv/222624,GINTAMA - Mr. Ginpachi's Zany Class,,,3年Z組銀八先生,,"['Tomokazu Sugita', 'Daisuke Sakaguchi', 'Rie Kugimiya', 'Satsuki Yukino', 'Susumu Chiba', 'Kazuya Nakai', 'Kenichi Suzumura']",40,,2025.0,2025.0,[],1.0,12.0,animation,comedy,
926,show,series,16667,tt23032890,tv/208336,Revenge of Others,"Winner of Best Female Newcomer at the Blue Dragon Series Awards.

A boy falls to his death at school, but Ok Chanmi does not believe that her twin brother, Park Wonseok, committed suicide. Chanmi transfers to her brother's school, Yongtan High, and meets Ji Sooheon, who witnessed her brother's death. A ""hero,"" who avenges bullied students, appears at Yongtan High. Chanmi speculates that it may be connected to her brother and starts looking for this hero.",,3인칭 복수,,"['Shin Ye-eun', 'Lomon', 'Seo Ji-hoon', 'Chae Sang-woo', 'Lee Soo-min', 'Chung Su-bin', 'Kim Joo-ryoung']",75,,2022.0,2022.0,[],1.0,12.0,action,drama,mystery
927,show,series,4431,tt5754602,tv/71641,4 Blocks,"Drugs, money, slots, and women: these are the four pillars of Ali “Toni” Hamady’s (Kida Khodr Ramadan) criminal empire. Toni’s greatest desire, however, is to leave the world of crime behind and live an honest life with his beautiful wife and daughter – which proves impossible when a police raid lands his brother-in-law in jail and exposes weaknesses in his cartel. As he’s pulled back in, Toni is forced to contend with a quick-tempered brother, an undercover agent, rival gang wars, a traitor within his own ranks, and dogged pursuit by Berlin police. Explosive and exhilarating, 4 Blocks explores family and loyalty in the costly world of organized crime.",,4 Blocks,,"['Kida Khodr Ramadan', 'Massiv', 'Almila Bağrıaçık', 'Oliver Masucci', 'Emilio Sakraya', 'Maryam Zaree', 'Veysel Gelin']",76,,2017.0,2019.0,"['Richard Kropf', 'Hanno Hackfort', 'Bob Konrad']",3.0,19.0,crime,drama,
961,show,series,67973,tt8429140,tv/83152,40 and Single,"40 and Single is an invitation into the tumultuous life of Ebaner Temple-a biracial, bi-sexual, single, bridal fashion designer. We witness her maneuver life in the African city of Accra, Ghana, where race and colorism have significant colonial roots and challenges in a patriarchal society.",,40 and Single,,"['Marie Humbert', 'Luckei E. Lawson', 'Miranda Bailey', 'Leon', 'John Savage', 'Vanessa Williams']",54,,2018.0,2018.0,[],1.0,6.0,drama,romance,
962,show,series,46595,tt5711512,tv/71740,40 y 20,"Paco sale con Miranda a un antro, pero se la pasa tan mal que la deja sola con sus amigos y ella lo engaña con un Dj. Fran hace una fiesta para animar a Paco, Miranda llega muy borracha e insulta a Monse, una amiga de Paco.",,40 y 20,,"['Jorge Van Rankin', 'Michelle Rodríguez', 'Mauricio Garza', 'Mónica Huarte', 'Verónica Jaspeado', 'Begoña Narváez', 'Oswaldo Zárate']",59,,2016.0,2025.0,['Gustavo Loza'],12.0,148.0,comedy,,
974,show,series,89403,tt15415042,tv/127616,42 – The Answer to Almost Everything,Will we travel to Mars? Can we read minds? This knowledge series asks the big and small questions… and gets to the bottom of them.,,42 - Die Antwort auf fast alles,,"['Nora Tschirner', 'Jens Junge']",53,,2021.0,2025.0,[],3.0,175.0,documentary,,
977,show,series,14631,tt15090462,tv/197190,42 Days of Darkness,"In a town in Chile, a woman leads a frantic search to find her missing sister amid a media storm and the police investigation. Inspired by a true case.",,42 días en la oscuridad,,"['Aline Küppenheim', 'Claudia di Girólamo', 'Pablo Macaya', 'Daniel Alcaíno', 'Amparo Noguera', 'Monserrat Lira', 'Julia Lübbert']",64,,2022.0,2022.0,[],1.0,6.0,crime,drama,mystery
986,show,series,30927,tt9699148,tv/89387,44 Cats,"Pawesome tales abound when singing furry friends Lampo, Milady, Pilou and Meatball band together.",,44 Gatti,,"['Keira Johnson', 'Joy Saltarelli', 'Sarah Natochenny', 'Erica D. Schroeder']",62,,2018.0,2021.0,['Iginio Straffi'],2.0,104.0,adventure,animation,comedy
988,show,series,6434,tt9319770,tv/127581,4400,"After four thousand four hundred people who were overlooked, undervalued or otherwise marginalized vanished without a trace off the face of the planet, they were all returned in an instant to Detroit having not aged a day and with no memory of what happened to them.",,4400,,"['Brittany Adebumola', 'Joseph David-Jones', 'Ireon Roach', 'TL Thompson', 'Jaye Ladymore', 'Derrick A. King', 'Khailah Johnson']",45,,2021.0,2022.0,"['Ariana Jackson', 'Anna Fricke']",1.0,13.0,drama,scifi,
992,show,series,23252,tt8987918,tv/83931,45 rpm,"In 1960s Madrid, music producer Guillermo Rojas launches a rock 'n' roll label with the help of aspiring singer Robert and clever producer Maribel.",,45 Revoluciones,,"['Carlos Cuevas', 'Guiomar Puerta', 'Iván Marcos', 'Israel Elejalde', 'Luis Larrodera', 'Diana Gómez', 'Silvana Navas']",65,,2019.0,2019.0,"['Gema R. Neira', 'Ramón Campos']",1.0,13.0,drama,music,
997,show,series,6829,tt5606154,tv/66047,Vanished 46,"A genetics professor experiments with a treatment for his comatose sister that blends medical and shamanic cures, but unlocks a shocking side effect.",,46: Yok Olan,,"['Erdal Beşikçioğlu', 'Yasemin Kay Allen', 'Melis Birkan', 'Saygın Soysal', 'Berkan Şal', 'Ayça Eren', 'Metin Belgin']",73,,2016.0,2016.0,['Serdar Akar'],1.0,13.0,action,crime,drama
1007,show,series,15409705,tt0271894,tv/3719,48 Hours,"Investigate the most intriguing crime and justice cases, touching on all areas of the human experience, including greed and passion.",,48 Hours,,"['Peter Van Sant', 'Erin Moriarty', 'Natalie Morales', 'Tracy Smith', 'Nikki Battiste', 'Anne-Marie Green', 'Jonathan Vigliotti']",69,,1988.0,2025.0,['Judy Tygard'],39.0,1140.0,crime,documentary,
1020,show,series,5057548,tt17594276,tv/156929,4Ever,"Ian, Andy, Dario, and Ciro meet by chance during a fight in a restaurant. Soon they find themselves involved in an unexpected situation: a valuable guitar disappears and the four of them must recover it before its owner realizes that one of them had borrowed it without letting him know. To achieve this, these talented musicians will need to take over the Miami music scene and create a successful band. When personal differences and betrayals come to light, the search for a unique melody will become the common language that will keep them together.",,4Ever,,"['Christopher Vélez', 'Zabdiel De Jesús', 'Richard Camacho', 'Erick Brian Colón', 'Yesika Glikman', 'Virginia Álvarez', 'Noemí Hopper']",60,,2023.0,2023.0,[],1.0,5.0,drama,,
1025,show,series,68326,tt1874840,tv/198252,4th and Forever,"Go deep into the harsh realities for football stars at one famed high school, where winning championships is a chance at a better life.",,4th and Forever,,"['Ryan Miller', 'Perry Mattfeld', 'Raúl Lara']",49,,2011.0,2011.0,[],1.0,1.0,reality,,
1026,show,series,81555,tt14829576,tv/198254,4th and Forever: Alcoa,In the shadow of the Smoky Mountains lives a gridiron dynasty. Alcoa High School is southern Appalachia's true football powerhouse.,,4th and Forever: Alcoa,,"['Tammy Anderson', 'Solomon Tyson', 'Cliff Lunsford', 'Zach Lunsford', 'Safdar McCrary', 'Ronald Jackson Sr.', 'Jamie Lunsford']",51,,2020.0,2020.0,[],1.0,1.0,documentary,,
1027,show,series,66154,tt12296116,tv/104626,4th and Forever: Muck City,Two Florida high schools battle for supremacy on the gridiron in a community that's produced more NFL stars than anywhere else in America.,,4th and Forever: Muck City,,"['Sean Boyce Johnson', 'Anquan Boldin', 'Jessie Hester', 'Demir Boldin', 'James Davis', 'Delonus Kabir', 'Eddie Rhodes']",54,,2020.0,2020.0,[],1.0,8.0,documentary,drama,
1029,show,series,20024928,tt3784176,tv/230384,4th and Loud,Two rock legends rewrite the rules of professional sports as their try to turn Los Angeles's only pro football team into a winning franchise.,,4th and Loud,,[],44,,2014.0,2014.0,[],1.0,10.0,reality,,
1074,show,series,2914463,tt18923932,tv/197572,50/50 Flip,"Husband & wife team Krystal and Dedric Polite use their 50/50 Flip Strategy to renovate a home with less than $50K in under 50 days. They flip the flipping business in Burlington, North Carolina as they transform homes in the area Krystal & her family grew up in and currently reside, creating affordable housing for everyone and not allowing a big developer to come in and outprice their hometown.",,50/50 Flip,,"['Krystal Polite', 'Dedric Polite']",55,,2022.0,2024.0,[],2.0,16.0,reality,,
1081,show,series,5615,tt11617848,tv/115970,50M²,"Seeking to uncover the truth about his past, a henchman betrays someone close to him and assumes a new identity in a small Istanbul neighborhood.",,50M²,,"['Engin Öztürk', 'Aybüke Pusat', 'Cengiz Bozkurt', 'Tolga Tekin', 'Tuğçe Karabacak', 'Hasan Yalnızoğlu', 'Murat Kılıç']",69,,2021.0,2021.0,['Burak Aksak'],1.0,8.0,thriller,,
1091,show,series,3225960,tt27995624,tv/226645,548 Days: Abducted Online,"The family of a young Spanish woman fights to recover their daughter, a victim of a Peruvian cult.",,548 días: captada por una secta,,['Patricia Aguilar'],64,,2023.0,2023.0,"['Olmo Figueredo', 'José F. Ortuño']",1.0,3.0,crime,documentary,
1105,show,series,27871,tt7914168,tv/78650,5th Ward,This series follows Mina and her family as they navigate the gamut of problems and politics plaguing inner cities like Houston's 5th Ward.,,5th Ward,,"['Mya', 'Allison Nguyen', 'Louis Gusemano', 'Carl Anthony Payne II', 'Cayden Wilson', ""Christopher O'Neal"", 'Gary Anthony Sturgis']",62,,2018.0,2020.0,['Greg Carter'],2.0,12.0,drama,,
1110,show,series,19866028,tt21052940,tv/205055,500 Million Year Button,Souta Sugahara's 500000000 Years Button finally gets a TV anime adaptation! A thought experiment that revolves around a button that gives you a million yen just by pressing it! But a shocking fate awaits those who push the button!©STUDIO SOTA,,5億年ボタン～菅原そうたのショートショート～,,"['Masako Nozawa', 'Suzuko Mimori', 'Naomi Ohzora', 'Marika Kouno', 'Hina Youmiya', 'Shiori Mikami', 'Volcano Ota']",46,,2022.0,2024.0,[],1.0,14.0,animation,,
1118,show,series,49804,tt5769588,tv/67440,6 Degrees of Murder,Discover law enforcement uncovering truths regarding murder investigations.,,6 Degrees of Murder,,"['Douglas A. Robbs', 'Garret Caillouet', 'Roger Hervas', 'Daniel Hawk Hicks', 'Andrew J. Rodney', 'Scott Brieden', 'Corey Camperchioli']",57,,2016.0,2016.0,[],1.0,6.0,crime,documentary,
1135,show,series,9251,tt5564124,tv/65854,60 Days In,"60 Days In offers an unprecedented look at life behind bars as seven innocent volunteers are sent to live among its general population for 60 days without officers, fellow inmates, or staff knowing their secret.",,60 Days In,,"['Jamey Noel', 'Scottie Maples', 'Mark Adger', 'Nate Burrell', 'Jonathon Horton', 'Ashleigh Baker', 'Brian Thomas']",72,,2016.0,2024.0,['Greg Henry'],9.0,125.0,crime,documentary,reality
1136,show,series,52654,tt11271956,tv/91751,60 Days In: Narcoland,This docuseries follows six participants as they go undercover in crucial areas along one of the biggest drug trafficking corridors in the US.,,60 Days In: Narcoland,,[],58,,2019.0,2019.0,[],1.0,9.0,reality,,
1139,show,series,11721965,tt0123338,tv/651,60 Minutes,"Offering hard-hitting investigative reports, interviews, feature segments, and profiles of people in the news, the CBS News magazine has been the number-one program a record five times. It also finished among Nielsen's annual top-10 list for 23 consecutive seasons — a record never even approached by another program.",,60 Minutes,,"['Bill Whitaker', 'Scott Pelley', 'Jon Wertheim', 'Sharyn Alfonsi', 'Barack Obama', 'Lesley Stahl', 'Anderson Cooper']",70,,1968.0,2025.0,['Don Hewitt'],58.0,978.0,documentary,news,
1146,show,series,14369,tt10405394,tv/86824,Designated Survivor: 60 Days,"When the National Assembly suffers a catastrophic attack, Minister of Environment Park Mu-jin must find a way to lead Korea through the ensuing chaos.",,"60일, 지정생존자",,"['Ji Jin-hee', 'Huh Joon-ho', 'Lee Jun-hyuk', 'Kang Hanna', 'Bae Jong-ok', 'Kim Gyu-ri', 'Choi Jae-sung']",70,,2019.0,2019.0,['Tae-heui Kim'],1.0,16.0,drama,thriller,
1150,show,series,18516,tt9810248,tv/98657,61st Street,"Moses Johnson, a promising Black high school athlete is swept up into the infamously corrupt Chicago criminal justice system, and Franklin Roberts takes the case as he recognizes its potential to upend the entire Chicago judicial system",,61st Street,,"['Courtney B. Vance', 'Emily Althaus', 'Tosin Cole', 'Bentley Green', 'Holt McCallany', 'Aunjanue Ellis-Taylor', 'Andrene Ward-Hammond']",69,,2022.0,2024.0,['Peter Moffat'],2.0,16.0,crime,drama,thriller
1154,show,series,18029,tt1817311,tv/13910,64 Zoo Lane,About 64 Zoo Lane: Lucy lives on 64 Zoo Lane next to the Zoo. Every night she slides down Georgina the Giraffe's neck to meet animals who all have adventures to share!,,64 Zoo Lane,,"['Anna Bentinck', 'Adrienne Posta', 'Keith Wickham', 'Ciara Janson', 'Matt Wilkinson', 'Lewis Macleod', 'Lara Wollington']",64,,2001.0,2021.0,['An Vrombaut'],4.0,104.0,animation,family,
1163,show,series,11473,tt8680948,tv/88947,68 Whiskey,"Army medics are deployed to a base in Afghanistan nicknamed ""The Orphanage""; together, they endure a dangerous world that leads to self-destructive appetites, outrageous behavior, intense camaraderie and, occasionally, a profound sense of purpose.",,68 Whiskey,,"['Sam Keeley', 'Gage Golightly', 'Cristina Rodlo', 'Jeremy Tardy', 'Nicholas Coombe', 'Derek Theler', 'Beth Riesgraf']",64,,2020.0,2020.0,['Roberto Benabib'],1.0,10.0,comedy,drama,war
1171,show,series,5637,tt0439341,tv/4355,6teen,This sharp and amusing mid-00s animated comedy follows the after-school lives of six 16 year-old mall-rats.,,6teen,,"['Stacey DePass', 'Megan Fahlenbock', ""Brooke D'Orsay"", 'Terry McGurrin', 'Christian Potenza', 'Jess Mal Gibbons', 'Darren Frost']",73,,2004.0,2010.0,"['Jennifer Pertsch', 'Tom McGillis']",4.0,94.0,animation,comedy,drama
1179,show,series,22326,tt9315990,tv/85159,7 Days Out,"Witness the excitement and drama behind the scenes in the seven days leading up to major live events in the worlds of sports, fashion, space and food.",,7 Days Out,,[],64,,2018.0,2018.0,[],1.0,6.0,documentary,,
1184,show,series,83845,tt2363016,tv/42754,7 Days of Sex,This reality series challenges couples to have sex every day for a week to rekindle their intimacy and strengthen their relationships.,,7 Days of Sex,,[],48,,2012.0,2012.0,[],1.0,3.0,reality,,
1186,show,series,22456,tt3735164,tv/61204,7 Deadly Sins,"Acclaimed, Oscar-nominated documentary filmmaker Morgan Spurlock (SUPERSIZE ME) presents an outrageous, modern day interpretation of the seven deadly sins: lust, gluttony, greed, sloth, wrath, envy, and pride.",,7 Deadly Sins,,['Morgan Spurlock'],64,,2014.0,2014.0,[],1.0,7.0,documentary,,
1192,show,series,8894904,tt3746948,tv/62543,7 Little Johnstons,"With Emma and Alex starting senior year of high school, Trent and Amber prepare to enter into the empty nester phase of their lives! Anna becomes a homeowner, Jonah dives into a new passion, and Liz navigates her complicated relationship with Brice.",,7 Little Johnstons,,"['Trent Johnston', 'Amber Johnston', 'Anna Johnston', 'Jonah Johnston', 'Elizabeth Johnston', 'Emma Johnston', 'Alex Johnston']",64,,2015.0,2025.0,[],16.0,139.0,reality,,
1205,show,series,1464855,tt15257974,tv/131435,7 Toughest Days,Adventurer Dwayne Fields attempts to escape the world’s toughest regions.,,7 Toughest Days,,['Dwayne Fields'],56,,2023.0,2023.0,[],1.0,3.0,action,adventure,documentary
1227,show,series,25182,tt5815824,tv/73229,72 Cutest Animals,This series examines the nature of cuteness and how adorability helps some animal species to survive and thrive in a variety of environments.,,72 Cutest Animals,,['Graham Mitchell'],57,,2016.0,2016.0,['Graham Mitchell'],1.0,12.0,documentary,,
1228,show,series,22281,tt8728268,tv/81520,72 Dangerous Animals: Asia,"From fangs to claws to venomous stings, they all wield deadly weapons. But which creature will be crowned the fiercest of all?",,72 Dangerous Animals: Asia,,['Bob Brisbane'],65,,2018.0,2018.0,[],1.0,12.0,documentary,,
1229,show,series,29623,tt5311836,tv/70273,72 Dangerous Animals: Australia,"72 Dangerous Animals Australia combines real life stories, beautifully filmed footage, and a host of characters who work and live with these unique Australian animals. From the desert to the snow, it brings us face to face with our deepest fears, and the creatures that we hope to never meet.",,72 Dangerous Animals: Australia,,['Mitch Ryan'],62,,2014.0,2014.0,[],1.0,12.0,documentary,,
1230,show,series,21863,tt7909708,tv/76453,72 Dangerous Animals: Latin America,"Powerful cats, indestructible arachnids and flesh-melting pit vipers are just the beginning in this series about Latin America's deadliest creatures.",,72 Dangerous Animals: Latin America,,['Bob Brisbane'],65,,2017.0,2017.0,[],1.0,12.0,documentary,,
1231,show,series,27075,tt5674272,tv/70169,72 Dangerous Places to Live,"Planet Earth is full of danger, with earthquakes destroying cities on the ground while hurricanes and tornados attack them from above. But where is the most dangerous, and what is it like to live there? 72 Dangerous Places to Live is a captivating discovery of the most treacherous places on Earth to call home.",,72 Dangerous Places to Live,,['Mitch Ryan'],59,,2016.0,2016.0,[],1.0,6.0,documentary,,
1236,show,series,50174,tt0370099,tv/14874,72 Hours: True Crime,"En esta serie, los detectives ayudan a la policía a atrapar a los delincuentes dentro de las críticas primeras 72 horas después del crimen.",,72 Hours: True Crime,,"['Laura Vandervoort', 'Devon Bostick', 'Marvin Ishmael', 'Steve Byers', ""Diane D'Aquila"", 'Sara Hassan', 'Terra Vnesa']",56,,2003.0,2011.0,[],3.0,46.0,crime,documentary,
1237,show,series,5056376,tt12447840,tv/235840,72 Seconds in Rittenhouse Square,Nothing would ever be the same after a fatal encounter between a young rapper and a rising real estate developer.,,72 Seconds in Rittenhouse Square,,[],53,,2023.0,2023.0,[],1.0,3.0,documentary,,
1256,show,series,13544,tt9348718,tv/85940,7SEEDS,"Natsu awakens to a post-apocalyptic world, only to learn that she had been cryogenically frozen as part of a programme to ensure the survival of humanity.",,7SEEDS,,"['Nao Toyama', 'Jun Fukuyama', 'Katsuyuki Konishi', 'Kana Asumi', 'Kazuhiko Inoue', 'Akira Ishida', 'Yoko Hikasa']",66,,2019.0,2020.0,[],1.0,24.0,action,adventure,animation
1259,show,series,1777,tt0115083,tv/4550,7th Heaven,A reverend and his wife work to give each of their five children the support and freedom they need to face their challenges with love and sensitivity.,,7th Heaven,,"['Stephen Collins', 'Catherine Hicks', 'Beverley Mitchell', 'Mackenzie Rosman', 'David Gallagher', 'Barry Watson', 'Lorenzo Brino']",55,,1996.0,2007.0,['Brenda Hampton'],11.0,243.0,comedy,drama,family
1262,show,series,20136279,tt0974984,tv/41540,7th Street Theater,"The first-ever prime time faith-based, Christian drama series follows the lives of five Christian actors, who perform a weekly stage show for their community.",,7th Street Theater,,"['Jack Kelly', 'Hugh McLean', 'Johanna Jowett', 'Shane Willimon', 'Cody Harding', 'Stacey J. Aswad', 'Bryan Gallagher']",56,,2007.0,2014.0,[],3.0,64.0,drama,,
1275,show,series,28729,tt7532674,tv/86803,8 Days That Made Rome,Award-winning historian and broadcaster Bettany Hughes presents a new eight-part landmark history of ancient Rome. Across the series Hughes explores eight key days that she believes define the Roman Empire and help us to understand its remarkable success.,,8 Days That Made Rome,,"['Marek Lichtenberg', 'James Sutton', 'Bettany Hughes', 'Nathan Dean Williams', 'Marcel Dorian']",63,,2017.0,2017.0,"['Jim Greayer', 'Gareth Johnson', 'Nigel Levy', 'Sebastian Smith']",1.0,8.0,documentary,,
1285,show,series,5585,tt0465315,tv/4020,8 Out of 10 Cats,Jimmy Carr hosts a comedy panel show where celebrity teams humorously debate stats and polls on topical questions and public opinions.,,8 Out of 10 Cats,,"['Jimmy Carr', 'Sean Lock', 'Jon Richardson', 'Jason Manford', 'Rob Beckett', 'Aisling Bea', 'Dave Spikey']",73,,2005.0,2021.0,[],22.0,223.0,comedy,,
1286,show,series,5505,tt2345459,tv/62974,8 Out of 10 Cats Does Countdown,"Hosted by Jimmy Carr, the panel show is the perfect mashup of topical hit ""8 Out of 10 Cats"" and the cerebral words-and-number game ""Countdown"" as the anarchic comedians of the former take on the brainbox format of the latter.",,8 Out of 10 Cats Does Countdown,,"['Jon Richardson', 'Jimmy Carr', 'Rachel Riley', 'Susie Dent', 'Robert Deaton', 'Joe Wilkinson', 'Sean Lock']",74,,2013.0,2025.0,[],28.0,157.0,comedy,,
1293,show,series,1768,tt0312081,tv/4241,8 Simple Rules,"Although they're often at odds with each other, the Hennessy family navigate life's hurdles with humour and love.",,8 Simple Rules,,"['Katey Sagal', 'Kaley Cuoco', 'Amy Davidson', 'Martin Spanjers', 'James Garner', 'David Spade', 'John Ritter']",69,,2002.0,2005.0,['Tracy Gamble'],3.0,74.0,comedy,drama,
1297,show,series,36484,tt15629248,tv/121671,The Witnesses,"Via interviews and first-hand accounts, this true crime documentary reveals the stories of four former Jehovah's Witnesses who suffered years of sexual abuse during their time in the church.",,8 Zeugen,,"['Alexandra Maria Lara', 'Ralph Herforth', 'Ceci Chuh', 'Sylvester Groth', 'Johann von Bülow', 'Nilam Farooq', 'Rauand Taleb']",62,,2021.0,2021.0,"['Christian Rohde', 'Jörg Lühdorff']",1.0,8.0,crime,drama,thriller
1308,show,series,10448,tt4380324,tv/63839,800 Words,A comfortable Australian journalist becomes a single father when his wife dies and soon decides to move with his two kids to New Zealand to regroup.,,800 Words,,"['Erik Thomson', 'Melina Vidler', 'Benson Jack Anthony', 'Reon Bell', 'Paul Glover', 'Alex Tarrant', 'Rob Kipa-Williams']",71,,2015.0,2018.0,"['Maxine Fleming', 'James Griffin']",3.0,40.0,comedy,drama,family
1309,show,series,20617,tt13323170,tv/158088,800 Meters,"In 2017, Spain suffered two terrorist attacks perpetrated by young members of its community. How could this happen? This incisive series investigates.",,800 metros,,[],68,,2022.0,2022.0,[],1.0,3.0,crime,documentary,
